fifa_jaar,overall,id
2015,67.65217391304348,Albania
2015,72.73913043478261,Algeria
2015,81.78260869565217,Argentina
2015,70.52173913043478,Australia
2015,73.95652173913044,Austria
2015,79.69565217391305,Belgium
2015,73.6086956521739,Bosnia and Herzegovina
2015,82.34782608695652,Brazil
2015,69.52173913043478,Bulgaria
2015,75.04347826086956,Cameroon
2015,65.52173913043478,Canada
2015,65.30434782608695,Cape Verde Islands
2015,76.1304347826087,Chile
2015,77.6086956521739,Colombia
2015,69.69565217391305,Congo DR
2015,68.91304347826087,Costa Rica
2015,76.34782608695652,Croatia
2015,74.17391304347827,Czech Republic
2015,74.73913043478261,Denmark
2015,70.78260869565217,Ecuador
2015,68.95652173913044,Egypt
2015,81.04347826086956,England
2015,68.56521739130434,Finland
2015,81.95652173913044,France
2015,83.95652173913044,Germany
2015,72.65217391304348,Ghana
2015,73.95652173913044,Greece
2015,65.78260869565217,Guinea
2015,69.47826086956522,Hungary
2015,68.3913043478261,Iceland
2015,56.82608695652174,India
2015,81.26086956521739,Italy
2015,76.3913043478261,Ivoorkust
2015,66.65217391304348,Jamaica
2015,72.69565217391305,Japan
2015,71.47826086956522,Korea Republic
2015,70.91304347826087,Mali
2015,75.34782608695652,Mexico
2015,74.6086956521739,Morocco
2015,79.69565217391305,Netherlands
2015,63.43478260869565,New Zealand
2015,73.82608695652173,Nigeria
2015,64.0,North Macedonia
2015,72.21739130434783,Norway
2015,74.69565217391305,Paraguay
2015,70.08695652173913,Peru
2015,75.43478260869566,Poland
2015,80.0,Portugal
2015,75.0,Republic of Ireland
2015,71.95652173913044,Romania
2015,77.1304347826087,Russia
2015,70.82608695652173,Saudi Arabia
2015,75.21739130434783,Senegal
2015,76.95652173913044,Serbia
2015,70.21739130434783,Slovakia
2015,71.47826086956522,Slovenia
2015,72.21739130434783,South Africa
2015,84.08695652173913,Spain
2015,75.30434782608695,Sweden
2015,76.3913043478261,Switzerland
2015,78.08695652173913,Turkey
2015,70.56521739130434,Ukraine
2015,75.0,United States
2015,76.65217391304348,Uruguay
2015,72.82608695652173,Venezuela
2016,68.6086956521739,Albania
2016,73.95652173913044,Algeria
2016,82.65217391304348,Argentina
2016,71.65217391304348,Australia
2016,75.21739130434783,Austria
2016,80.78260869565217,Belgium
2016,73.3913043478261,Bosnia and Herzegovina
2016,83.21739130434783,Brazil
2016,69.21739130434783,Bulgaria
2016,76.0,Cameroon
2016,66.56521739130434,Canada
2016,77.52173913043478,Chile
2016,78.6086956521739,Colombia
2016,71.78260869565217,Congo DR
2016,70.3913043478261,Costa Rica
2016,77.08695652173913,Croatia
2016,74.73913043478261,Czech Republic
2016,76.26086956521739,Denmark
2016,72.21739130434783,Ecuador
2016,81.8695652173913,England
2016,70.08695652173913,Finland
2016,82.95652173913044,France
2016,84.1304347826087,Germany
2016,74.47826086956522,Ghana
2016,76.21739130434783,Greece
2016,69.04347826086956,Guinea
2016,70.47826086956522,Hungary
2016,69.6086956521739,Iceland
2016,81.95652173913044,Italy
2016,77.1304347826087,Ivoorkust
2016,68.73913043478261,Jamaica
2016,73.0,Japan
2016,72.73913043478261,Korea Republic
2016,71.43478260869566,Mali
2016,76.3913043478261,Mexico
2016,75.82608695652173,Morocco
2016,80.56521739130434,Netherlands
2016,64.78260869565217,New Zealand
2016,74.30434782608695,Nigeria
2016,73.26086956521739,Norway
2016,73.91304347826087,Paraguay
2016,69.78260869565217,Peru
2016,76.3913043478261,Poland
2016,80.91304347826087,Portugal
2016,75.6086956521739,Republic of Ireland
2016,73.17391304347827,Romania
2016,78.08695652173913,Russia
2016,72.47826086956522,Saudi Arabia
2016,76.17391304347827,Senegal
2016,78.47826086956522,Serbia
2016,71.08695652173913,Slovakia
2016,73.52173913043478,Slovenia
2016,73.6086956521739,South Africa
2016,84.3913043478261,Spain
2016,75.95652173913044,Sweden
2016,78.04347826086956,Switzerland
2016,78.30434782608695,Turkey
2016,73.30434782608695,Ukraine
2016,75.47826086956522,United States
2016,77.69565217391305,Uruguay
2016,72.30434782608695,Venezuela
2017,69.8695652173913,Albania
2017,76.04347826086956,Algeria
2017,83.91304347826087,Argentina
2017,72.73913043478261,Australia
2017,76.17391304347827,Austria
2017,82.17391304347827,Belgium
2017,66.08695652173913,Bolivia
2017,75.08695652173913,Bosnia and Herzegovina
2017,84.21739130434783,Brazil
2017,70.3913043478261,Bulgaria
2017,76.43478260869566,Cameroon
2017,68.08695652173913,Canada
2017,78.34782608695652,Chile
2017,68.95652173913044,China PR
2017,78.65217391304348,Colombia
2017,72.95652173913044,Congo DR
2017,71.73913043478261,Costa Rica
2017,79.21739130434783,Croatia
2017,76.04347826086956,Czech Republic
2017,77.08695652173913,Denmark
2017,73.17391304347827,Ecuador
2017,70.43478260869566,Egypt
2017,82.78260869565217,England
2017,70.95652173913044,Finland
2017,84.47826086956522,France
2017,85.30434782608695,Germany
2017,75.21739130434783,Ghana
2017,77.08695652173913,Greece
2017,69.91304347826087,Guinea
2017,72.56521739130434,Hungary
2017,71.43478260869566,Iceland
2017,83.34782608695652,Italy
2017,77.95652173913044,Ivoorkust
2017,69.8695652173913,Jamaica
2017,75.17391304347827,Japan
2017,73.73913043478261,Korea Republic
2017,68.26086956521739,Kosovo
2017,72.21739130434783,Mali
2017,78.17391304347827,Mexico
2017,69.47826086956522,Montenegro
2017,76.65217391304348,Morocco
2017,80.52173913043478,Netherlands
2017,64.47826086956522,New Zealand
2017,75.52173913043478,Nigeria
2017,74.0,Norway
2017,75.47826086956522,Paraguay
2017,70.04347826086956,Peru
2017,77.52173913043478,Poland
2017,82.78260869565217,Portugal
2017,76.3913043478261,Republic of Ireland
2017,74.04347826086956,Romania
2017,78.52173913043478,Russia
2017,71.3913043478261,Saudi Arabia
2017,77.21739130434783,Senegal
2017,78.43478260869566,Serbia
2017,72.56521739130434,Slovakia
2017,74.91304347826087,Slovenia
2017,73.17391304347827,South Africa
2017,85.1304347826087,Spain
2017,76.6086956521739,Sweden
2017,78.47826086956522,Switzerland
2017,70.78260869565217,Tunisia
2017,79.21739130434783,Turkey
2017,75.6086956521739,Ukraine
2017,75.65217391304348,United States
2017,79.1304347826087,Uruguay
2017,72.91304347826087,Venezuela
2018,70.6086956521739,Albania
2018,76.08695652173913,Algeria
2018,83.78260869565217,Argentina
2018,72.82608695652173,Australia
2018,76.52173913043478,Austria
2018,83.04347826086956,Belgium
2018,66.04347826086956,Bolivia
2018,76.0,Bosnia and Herzegovina
2018,84.30434782608695,Brazil
2018,69.91304347826087,Bulgaria
2018,75.6086956521739,Cameroon
2018,68.3913043478261,Canada
2018,78.69565217391305,Chile
2018,69.1304347826087,China PR
2018,78.69565217391305,Colombia
2018,73.26086956521739,Congo DR
2018,71.91304347826087,Costa Rica
2018,79.91304347826087,Croatia
2018,75.6086956521739,Czech Republic
2018,77.6086956521739,Denmark
2018,73.26086956521739,Ecuador
2018,71.47826086956522,Egypt
2018,82.43478260869566,England
2018,70.95652173913044,Finland
2018,84.43478260869566,France
2018,68.95652173913044,Georgia
2018,84.82608695652173,Germany
2018,75.30434782608695,Ghana
2018,76.52173913043478,Greece
2018,69.69565217391305,Guinea
2018,71.82608695652173,Hungary
2018,71.1304347826087,Iceland
2018,83.6086956521739,Italy
2018,77.56521739130434,Ivoorkust
2018,69.1304347826087,Jamaica
2018,75.17391304347827,Japan
2018,73.73913043478261,Korea Republic
2018,69.0,Kosovo
2018,71.56521739130434,Mali
2018,78.17391304347827,Mexico
2018,69.21739130434783,Montenegro
2018,76.6086956521739,Morocco
2018,80.6086956521739,Netherlands
2018,66.30434782608695,New Zealand
2018,74.82608695652173,Nigeria
2018,74.34782608695652,Norway
2018,75.0,Paraguay
2018,70.3913043478261,Peru
2018,77.56521739130434,Poland
2018,82.43478260869566,Portugal
2018,75.69565217391305,Republic of Ireland
2018,73.34782608695652,Romania
2018,78.47826086956522,Russia
2018,72.47826086956522,Saudi Arabia
2018,77.43478260869566,Senegal
2018,78.34782608695652,Serbia
2018,72.78260869565217,Slovakia
2018,75.0,Slovenia
2018,72.56521739130434,South Africa
2018,85.6086956521739,Spain
2018,77.04347826086956,Sweden
2018,78.1304347826087,Switzerland
2018,70.34782608695652,Tunisia
2018,78.21739130434783,Turkey
2018,75.08695652173913,Ukraine
2018,75.65217391304348,United States
2018,79.17391304347827,Uruguay
2018,73.52173913043478,Venezuela
2019,70.26086956521739,Albania
2019,76.21739130434783,Algeria
2019,83.3913043478261,Argentina
2019,73.08695652173913,Australia
2019,77.21739130434783,Austria
2019,83.21739130434783,Belgium
2019,66.26086956521739,Bolivia
2019,75.56521739130434,Bosnia and Herzegovina
2019,85.69565217391305,Brazil
2019,68.30434782608695,Bulgaria
2019,75.6086956521739,Cameroon
2019,69.08695652173913,Canada
2019,77.30434782608695,Chile
2019,70.78260869565217,China PR
2019,79.43478260869566,Colombia
2019,73.52173913043478,Congo DR
2019,71.0,Costa Rica
2019,80.3913043478261,Croatia
2019,76.21739130434783,Czech Republic
2019,77.78260869565217,Denmark
2019,73.04347826086956,Ecuador
2019,72.52173913043478,Egypt
2019,82.3913043478261,England
2019,70.73913043478261,Finland
2019,84.91304347826087,France
2019,68.95652173913044,Georgia
2019,84.95652173913044,Germany
2019,75.56521739130434,Ghana
2019,76.04347826086956,Greece
2019,69.69565217391305,Guinea
2019,71.08695652173913,Hungary
2019,72.08695652173913,Iceland
2019,83.78260869565217,Italy
2019,77.04347826086956,Ivoorkust
2019,68.69565217391305,Jamaica
2019,75.56521739130434,Japan
2019,73.17391304347827,Korea Republic
2019,69.21739130434783,Kosovo
2019,71.95652173913044,Mali
2019,77.78260869565217,Mexico
2019,76.95652173913044,Morocco
2019,80.6086956521739,Netherlands
2019,67.21739130434783,New Zealand
2019,74.95652173913044,Nigeria
2019,74.69565217391305,Norway
2019,75.6086956521739,Paraguay
2019,72.65217391304348,Peru
2019,77.0,Poland
2019,82.3913043478261,Portugal
2019,74.73913043478261,Republic of Ireland
2019,73.3913043478261,Romania
2019,77.91304347826087,Russia
2019,70.65217391304348,Saudi Arabia
2019,77.6086956521739,Senegal
2019,78.56521739130434,Serbia
2019,73.82608695652173,Slovakia
2019,75.43478260869566,Slovenia
2019,72.47826086956522,South Africa
2019,86.08695652173913,Spain
2019,76.65217391304348,Sweden
2019,77.65217391304348,Switzerland
2019,71.17391304347827,Tunisia
2019,77.73913043478261,Turkey
2019,76.73913043478261,Ukraine
2019,75.17391304347827,United States
2019,79.91304347826087,Uruguay
2019,73.43478260869566,Venezuela
2020,71.30434782608695,Albania
2020,76.21739130434783,Algeria
2020,83.30434782608695,Argentina
2020,72.56521739130434,Australia
2020,77.26086956521739,Austria
2020,83.04347826086956,Belgium
2020,75.43478260869566,Bosnia and Herzegovina
2020,85.52173913043478,Brazil
2020,66.52173913043478,Bulgaria
2020,75.52173913043478,Cameroon
2020,69.95652173913044,Canada
2020,77.26086956521739,Chile
2020,70.69565217391305,China PR
2020,79.04347826086956,Colombia
2020,73.1304347826087,Congo DR
2020,70.17391304347827,Costa Rica
2020,80.1304347826087,Croatia
2020,76.30434782608695,Czech Republic
2020,78.08695652173913,Denmark
2020,74.26086956521739,Ecuador
2020,71.82608695652173,Egypt
2020,82.8695652173913,England
2020,71.17391304347827,Finland
2020,85.30434782608695,France
2020,69.52173913043478,Georgia
2020,84.95652173913044,Germany
2020,75.26086956521739,Ghana
2020,76.43478260869566,Greece
2020,71.04347826086956,Guinea
2020,72.8695652173913,Hungary
2020,72.04347826086956,Iceland
2020,83.47826086956522,Italy
2020,77.47826086956522,Ivoorkust
2020,68.6086956521739,Jamaica
2020,75.26086956521739,Japan
2020,73.30434782608695,Korea Republic
2020,70.34782608695652,Kosovo
2020,73.30434782608695,Mali
2020,77.82608695652173,Mexico
2020,69.30434782608695,Montenegro
2020,77.1304347826087,Morocco
2020,81.82608695652173,Netherlands
2020,66.73913043478261,New Zealand
2020,75.34782608695652,Nigeria
2020,75.47826086956522,Norway
2020,75.26086956521739,Paraguay
2020,72.3913043478261,Peru
2020,77.65217391304348,Poland
2020,83.17391304347827,Portugal
2020,75.0,Republic of Ireland
2020,74.21739130434783,Romania
2020,77.30434782608695,Russia
2020,69.8695652173913,Saudi Arabia
2020,77.56521739130434,Senegal
2020,79.17391304347827,Serbia
2020,74.82608695652173,Slovakia
2020,75.21739130434783,Slovenia
2020,71.78260869565217,South Africa
2020,85.52173913043478,Spain
2020,76.47826086956522,Sweden
2020,78.47826086956522,Switzerland
2020,71.52173913043478,Tunisia
2020,77.17391304347827,Turkey
2020,76.21739130434783,Ukraine
2020,74.95652173913044,United States
2020,81.56521739130434,Uruguay
2020,73.04347826086956,Venezuela
2021,70.56521739130434,Albania
2021,76.17391304347827,Algeria
2021,83.47826086956522,Argentina
2021,72.17391304347827,Australia
2021,77.04347826086956,Austria
2021,82.34782608695652,Belgium
2021,67.73913043478261,Bolivia
2021,74.34782608695652,Bosnia and Herzegovina
2021,85.0,Brazil
2021,66.6086956521739,Bulgaria
2021,75.26086956521739,Cameroon
2021,70.47826086956522,Canada
2021,76.34782608695652,Chile
2021,72.26086956521739,China PR
2021,78.73913043478261,Colombia
2021,72.82608695652173,Congo DR
2021,69.0,Costa Rica
2021,78.95652173913044,Croatia
2021,76.56521739130434,Czech Republic
2021,77.6086956521739,Denmark
2021,74.52173913043478,Ecuador
2021,72.3913043478261,Egypt
2021,83.65217391304348,England
2021,70.6086956521739,Finland
2021,84.69565217391305,France
2021,65.3913043478261,Gambia
2021,84.65217391304348,Germany
2021,74.8695652173913,Ghana
2021,75.3913043478261,Greece
2021,69.56521739130434,Guinea
2021,71.1304347826087,Hungary
2021,70.95652173913044,Iceland
2021,82.47826086956522,Italy
2021,76.56521739130434,Ivoorkust
2021,67.21739130434783,Jamaica
2021,74.56521739130434,Japan
2021,73.52173913043478,Korea Republic
2021,70.65217391304348,Kosovo
2021,73.43478260869566,Mali
2021,77.78260869565217,Mexico
2021,69.65217391304348,Montenegro
2021,77.17391304347827,Morocco
2021,81.6086956521739,Netherlands
2021,66.82608695652173,New Zealand
2021,75.73913043478261,Nigeria
2021,68.69565217391305,North Macedonia
2021,75.69565217391305,Norway
2021,74.8695652173913,Paraguay
2021,72.21739130434783,Peru
2021,77.43478260869566,Poland
2021,82.8695652173913,Portugal
2021,75.30434782608695,Republic of Ireland
2021,73.82608695652173,Romania
2021,77.0,Russia
2021,69.43478260869566,Saudi Arabia
2021,77.26086956521739,Senegal
2021,78.65217391304348,Serbia
2021,74.34782608695652,Slovakia
2021,74.17391304347827,Slovenia
2021,71.04347826086956,South Africa
2021,84.82608695652173,Spain
2021,76.0,Sweden
2021,78.1304347826087,Switzerland
2021,69.65217391304348,Tunisia
2021,76.34782608695652,Turkey
2021,75.91304347826087,Ukraine
2021,74.8695652173913,United States
2021,80.82608695652173,Uruguay
2021,72.56521739130434,Venezuela
2022,71.65217391304348,Albania
2022,76.30434782608695,Algeria
2022,83.30434782608695,Argentina
2022,71.91304347826087,Australia
2022,77.65217391304348,Austria
2022,82.04347826086956,Belgium
2022,67.95652173913044,Bolivia
2022,74.04347826086956,Bosnia and Herzegovina
2022,84.43478260869566,Brazil
2022,63.608695652173914,Bulgaria
2022,74.73913043478261,Cameroon
2022,71.8695652173913,Canada
2022,75.47826086956522,Chile
2022,71.47826086956522,China PR
2022,78.6086956521739,Colombia
2022,73.04347826086956,Congo DR
2022,79.08695652173913,Croatia
2022,77.04347826086956,Czech Republic
2022,77.91304347826087,Denmark
2022,72.8695652173913,Ecuador
2022,84.43478260869566,England
2022,70.26086956521739,Finland
2022,84.65217391304348,France
2022,67.21739130434783,Gambia
2022,68.1304347826087,Georgia
2022,84.82608695652173,Germany
2022,74.73913043478261,Ghana
2022,75.30434782608695,Greece
2022,69.52173913043478,Guinea
2022,72.1304347826087,Hungary
2022,70.69565217391305,Iceland
2022,61.0,India
2022,83.26086956521739,Italy
2022,77.0,Ivoorkust
2022,70.91304347826087,Jamaica
2022,74.73913043478261,Japan
2022,73.43478260869566,Korea Republic
2022,70.69565217391305,Kosovo
2022,73.21739130434783,Mali
2022,78.1304347826087,Mexico
2022,77.95652173913044,Morocco
2022,81.82608695652173,Netherlands
2022,67.21739130434783,New Zealand
2022,76.08695652173913,Nigeria
2022,69.26086956521739,North Macedonia
2022,75.73913043478261,Norway
2022,74.47826086956522,Paraguay
2022,72.91304347826087,Peru
2022,77.04347826086956,Poland
2022,83.21739130434783,Portugal
2022,74.21739130434783,Republic of Ireland
2022,73.56521739130434,Romania
2022,76.6086956521739,Russia
2022,69.73913043478261,Saudi Arabia
2022,77.43478260869566,Senegal
2022,77.91304347826087,Serbia
2022,74.52173913043478,Slovakia
2022,74.3913043478261,Slovenia
2022,70.1304347826087,South Africa
2022,84.82608695652173,Spain
2022,76.34782608695652,Sweden
2022,78.0,Switzerland
2022,68.82608695652173,Tunisia
2022,76.6086956521739,Turkey
2022,76.0,Ukraine
2022,75.0,United States
2022,79.73913043478261,Uruguay
2022,73.43478260869566,Venezuela
